Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Number of Investors,Number of Partner Investors,Equity Only Funding
Series B - Level 5 Networks,https://www.crunchbase.com/funding_round/level-5-networks-series-b--be57f6a7,Level 5 Networks,https://www.crunchbase.com/organization/level-5-networks,Series B,"$30,000,000","Jun 20, 2005",Early Stage Venture,,4,1,Yes
Series A - Prosper,https://www.crunchbase.com/funding_round/prosper-series-a--5709de30,Prosper,https://www.crunchbase.com/organization/prosper,Series A,"$7,500,000","Apr 1, 2005",Early Stage Venture,,2,1,Yes
Series A - YuMe,https://www.crunchbase.com/funding_round/yume-series-a--f1a96174,YuMe,https://www.crunchbase.com/organization/yume,Series A,"$7,000,000","Mar 5, 2007",Early Stage Venture,,3,3,Yes
Series E - Infinera Corporation,https://www.crunchbase.com/funding_round/infinera-series-e--814ea4c1,Infinera Corporation,https://www.crunchbase.com/organization/infinera,Series E,"$52,000,000","Oct 20, 2004",Late Stage Venture,,11,3,Yes
Series C - Cloudera,https://www.crunchbase.com/funding_round/cloudera-series-c--e9dd83aa,Cloudera,https://www.crunchbase.com/organization/cloudera,Series C,"$25,000,000","Oct 26, 2010",Late Stage Venture,,3,6,Yes
Series A - CapriCoast,https://www.crunchbase.com/funding_round/capricoast-series-a--47bd7af0,CapriCoast,https://www.crunchbase.com/organization/capricoast,Series A,"$3,500,000","Dec 14, 2015",Early Stage Venture,,2,,Yes
Series B - Fever,https://www.crunchbase.com/funding_round/fever-3-series-b--6c3f2702,Fever,https://www.crunchbase.com/organization/fever-3,Series B,"$9,500,000","Nov 24, 2015",Early Stage Venture,,3,,Yes
Seed Round - OLIO,https://www.crunchbase.com/funding_round/olio-seed--13d7e319,OLIO,https://www.crunchbase.com/organization/olio,Seed,"$2,200,000","Jan 11, 2017",Seed,,5,,Yes
Series C - Swiggy,https://www.crunchbase.com/funding_round/swiggy-series-c--48b4d0a2,Swiggy,https://www.crunchbase.com/organization/swiggy,Series C,"$35,000,000","Jan 18, 2016",Late Stage Venture,,5,1,Yes
Series C - iPIN,https://www.crunchbase.com/funding_round/ipin-series-c--b88d17b2,iPIN,https://www.crunchbase.com/organization/ipin,Series C,"$8,000,000","Nov 18, 2002",Late Stage Venture,,6,,Yes
Series D - Seatwave,https://www.crunchbase.com/funding_round/seatwave-series-d--948f29d4,Seatwave,https://www.crunchbase.com/organization/seatwave,Series D,"$17,000,000","Jun 1, 2009",Late Stage Venture,,5,3,Yes
Series C - Birchbox,https://www.crunchbase.com/funding_round/birchbox-series-c--fb88b9a7,Birchbox,https://www.crunchbase.com/organization/birchbox,Series C,"$15,000,000","Aug 2, 2016",Late Stage Venture,,10,4,Yes
Series A - Autoquake,https://www.crunchbase.com/funding_round/autoquake-series-a--4c8372df,Autoquake,https://www.crunchbase.com/organization/autoquake,Series A,"$6,000,000","Jul 1, 2006",Early Stage Venture,,1,1,Yes
Series B - Airtime,https://www.crunchbase.com/funding_round/airtime-series-b--489fce36,Airtime,https://www.crunchbase.com/organization/airtime,Series B,"$25,000,000","May 23, 2012",Early Stage Venture,,7,1,Yes
Series D - Icera,https://www.crunchbase.com/funding_round/icera-series-d--01d125ed,Icera,https://www.crunchbase.com/organization/icera,Series D,"$40,000,000","Sep 1, 2007",Late Stage Venture,,6,2,Yes
Series B - Telepo,https://www.crunchbase.com/funding_round/telepo-series-b--90ad8d41,Telepo,https://www.crunchbase.com/organization/telepo,Series B,"$12,700,000","Aug 26, 2010",Early Stage Venture,,2,1,Yes
Series C - Lot18,https://www.crunchbase.com/funding_round/lot18-series-c--1006ef75,Lot18,https://www.crunchbase.com/organization/lot18,Series C,"$30,000,000","Nov 4, 2011",Late Stage Venture,,3,1,Yes
Series C - Model N,https://www.crunchbase.com/funding_round/model-n-series-c--1d816fb2,Model N,https://www.crunchbase.com/organization/model-n,Series C,"$11,000,000","Jan 29, 2004",Late Stage Venture,,3,2,Yes
Series A - Fever,https://www.crunchbase.com/funding_round/fever-3-series-a--43defac1,Fever,https://www.crunchbase.com/organization/fever-3,Series A,"$7,900,000","Oct 1, 2014",Early Stage Venture,,3,1,Yes
Series A - Swiggy,https://www.crunchbase.com/funding_round/swiggy-series-a--33f27dfe,Swiggy,https://www.crunchbase.com/organization/swiggy,Series A,"$2,000,000","Apr 3, 2015",Early Stage Venture,,2,,Yes
Series B - Gigle Networks,https://www.crunchbase.com/funding_round/gigle-semiconductor-series-b--e88749b7,Gigle Networks,https://www.crunchbase.com/organization/gigle-semiconductor,Series B,"$20,000,000","Nov 28, 2007",Early Stage Venture,,3,2,Yes
Series A - Schematic Labs,https://www.crunchbase.com/funding_round/schematic-labs-series-a--373c6bc2,Schematic Labs,https://www.crunchbase.com/organization/schematic-labs,Series A,"$4,750,000","Nov 8, 2011",Early Stage Venture,,3,,Yes
Series C - Packlink - Simply Shipping,https://www.crunchbase.com/funding_round/packlink-series-c--35e716e4,Packlink - Simply Shipping,https://www.crunchbase.com/organization/packlink,Series C,"$12,600,000","Sep 14, 2015",Late Stage Venture,,3,1,Yes
Series A - AirWatch,https://www.crunchbase.com/funding_round/airwatch-series-a--0308ee19,AirWatch,https://www.crunchbase.com/organization/airwatch,Series A,"$25,000,000","May 16, 2013",Early Stage Venture,,1,2,Yes
Series B - Aceva Technologies,https://www.crunchbase.com/funding_round/aceva-technologies-series-b--a3ff2249,Aceva Technologies,https://www.crunchbase.com/organization/aceva-technologies,Series B,"$42,000,000","Aug 15, 2000",Early Stage Venture,,7,,Yes
Series C - TrustArc,https://www.crunchbase.com/funding_round/truste-series-c--edc358c5,TrustArc,https://www.crunchbase.com/organization/truste,Series C,"$15,000,000","Jan 23, 2012",Late Stage Venture,,4,2,Yes
Series D - Knewton,https://www.crunchbase.com/funding_round/knewton-series-d--020a8a05,Knewton,https://www.crunchbase.com/organization/knewton,Series D,"$33,000,000","Oct 13, 2011",Late Stage Venture,,5,4,Yes
Series A - Brightcove,https://www.crunchbase.com/funding_round/brightcove-series-a--5f0e3610,Brightcove,https://www.crunchbase.com/organization/brightcove,Series A,"$5,500,000","Mar 1, 2005",Early Stage Venture,,2,2,Yes
Series D - Centrify,https://www.crunchbase.com/funding_round/centrify-series-d--5fbcf235,Centrify,https://www.crunchbase.com/organization/centrify,Series D,"$16,000,000","Aug 17, 2011",Late Stage Venture,,5,3,Yes
Series A - Trufa,https://www.crunchbase.com/funding_round/trufa-series-a--40464e1a,Trufa,https://www.crunchbase.com/organization/trufa,Series A,"$4,500,000","Dec 4, 2013",Early Stage Venture,,1,,Yes
Series B - Mu Dynamics,https://www.crunchbase.com/funding_round/mu-dynamics-series-b--b566add9,Mu Dynamics,https://www.crunchbase.com/organization/mu-dynamics,Series B,"$10,000,000","Jun 27, 2006",Early Stage Venture,,3,1,Yes
Series B - Groupon,https://www.crunchbase.com/funding_round/groupon-series-b--d82cf41e,Groupon,https://www.crunchbase.com/organization/groupon,Series B,"$30,000,000","Dec 1, 2009",Early Stage Venture,,3,4,Yes
Series A - Dapper,https://www.crunchbase.com/funding_round/dapper-series-a--4a1fa543,Dapper,https://www.crunchbase.com/organization/dapper,Series A,"$3,000,000","Dec 1, 2007",Early Stage Venture,,2,2,Yes
Series B - Maven Networks,https://www.crunchbase.com/funding_round/maven-networks-series-b--58a91a09,Maven Networks,https://www.crunchbase.com/organization/maven-networks,Series B,"$10,000,000","Mar 18, 2004",Early Stage Venture,,2,,Yes
Series A - Weaveworks,https://www.crunchbase.com/funding_round/weaveworks-series-a--57867b13,Weaveworks,https://www.crunchbase.com/organization/weaveworks,Series A,"$5,000,000","Dec 3, 2014",Early Stage Venture,,1,1,Yes
Series C - BlaBlaCar,https://www.crunchbase.com/funding_round/blablacar-series-c--d07ab043,BlaBlaCar,https://www.crunchbase.com/organization/blablacar,Series C,"$100,000,000","Jul 1, 2014",Late Stage Venture,,4,7,Yes
Series B - Narvar,https://www.crunchbase.com/funding_round/narvar-series-b--73dce0b6,Narvar,https://www.crunchbase.com/organization/narvar,Series B,"$22,000,000","Jun 23, 2016",Early Stage Venture,,7,,Yes
Series A - KDS,https://www.crunchbase.com/funding_round/kds-series-a--6ae24994,KDS,https://www.crunchbase.com/organization/kds,Series A,"$13,330,000","Oct 11, 2005",Early Stage Venture,,2,3,Yes
Series C - comScore,https://www.crunchbase.com/funding_round/comscore-series-c--326f4bef,comScore,https://www.crunchbase.com/organization/comscore,Series C,"$15,000,000","Aug 13, 2001",Late Stage Venture,,5,4,Yes
Series C - UserTesting,https://www.crunchbase.com/funding_round/usertesting-com-series-c--3a911d98,UserTesting,https://www.crunchbase.com/organization/usertesting-com,Series C,"$45,500,000","Jan 28, 2015",Late Stage Venture,,2,2,Yes
Series C - Slack,https://www.crunchbase.com/funding_round/slack-series-c--4a0e6526,Slack,https://www.crunchbase.com/organization/slack,Series C,"$42,750,000","Apr 27, 2014",Late Stage Venture,,11,3,Yes
Series A - lazulirose,https://www.crunchbase.com/funding_round/ajax-cloud9-ide-series-a--420e9430,lazulirose,https://www.crunchbase.com/organization/ajax-cloud9-ide,Series A,"$5,550,000","Jun 21, 2011",Early Stage Venture,,2,,Yes
Seed Round - 3LM,https://www.crunchbase.com/funding_round/3lm-seed--98426f99,3LM,https://www.crunchbase.com/organization/3lm,Seed,"$1,500,000","Jul 1, 2010",Seed,,1,,Yes
Series B - WiChorus,https://www.crunchbase.com/funding_round/wichorus-series-b--d463b097,WiChorus,https://www.crunchbase.com/organization/wichorus,Series B,"$8,500,000","Jul 18, 2006",Early Stage Venture,,2,2,Yes
Series D - Etsy,https://www.crunchbase.com/funding_round/etsy-series-d--5fc9779f,Etsy,https://www.crunchbase.com/organization/etsy,Series D,"$27,000,000","Jan 1, 2008",Late Stage Venture,,4,3,Yes
Series B - Carrier IQ,https://www.crunchbase.com/funding_round/carrier-iq-series-b--c47c5427,Carrier IQ,https://www.crunchbase.com/organization/carrier-iq,Series B,"$14,000,000","Jan 22, 2007",Early Stage Venture,,5,2,Yes
Series D - CommonFloor,https://www.crunchbase.com/funding_round/commonfloor-series-d--a12ed1c3,CommonFloor,https://www.crunchbase.com/organization/commonfloor,Series D,"$10,400,000","Jan 19, 2014",Late Stage Venture,,2,,Yes
Series D - BetterCloud,https://www.crunchbase.com/funding_round/bettercloud-series-d--2d503d6b,BetterCloud,https://www.crunchbase.com/organization/bettercloud,Series D,"$25,000,000","Mar 26, 2015",Late Stage Venture,,9,3,Yes
Series A - RentoMojo,https://www.crunchbase.com/funding_round/rentomojo-series-a--a4b8d49b,RentoMojo,https://www.crunchbase.com/organization/rentomojo,Series A,"$5,000,000","Jul 13, 2016",Early Stage Venture,,2,,Yes
Series A - OnForce,https://www.crunchbase.com/funding_round/onforce-series-a--9e50c364,OnForce,https://www.crunchbase.com/organization/onforce,Series A,"$6,750,000","Sep 1, 2007",Early Stage Venture,,1,,Yes
Series B - HotDispatch,https://www.crunchbase.com/funding_round/hotdispatch-series-b--5180d4ed,HotDispatch,https://www.crunchbase.com/organization/hotdispatch,Series B,"$18,000,000","Nov 20, 2000",Early Stage Venture,,3,,Yes
Series E - Couchbase,https://www.crunchbase.com/funding_round/couchbase-series-e--34a35efc,Couchbase,https://www.crunchbase.com/organization/couchbase,Series E,"$60,000,000","Jun 26, 2014",Late Stage Venture,,7,6,Yes
Series C - Qubit,https://www.crunchbase.com/funding_round/qubit-series-c--86ac8f11,Qubit,https://www.crunchbase.com/organization/qubit,Series C,"$40,000,000","Feb 22, 2016",Late Stage Venture,,4,2,Yes
Series A - Qriously,https://www.crunchbase.com/funding_round/qriously-series-a--508e355e,Qriously,https://www.crunchbase.com/organization/qriously,Series A,"$1,600,000","Mar 7, 2011",Early Stage Venture,,3,1,Yes
Series C - Sylantro,https://www.crunchbase.com/funding_round/sylantro-series-c--fe7d4b89,Sylantro,https://www.crunchbase.com/organization/sylantro,Series C,"$55,000,000","Oct 1, 2000",Late Stage Venture,,11,1,Yes
Series A - ScaleXtreme,https://www.crunchbase.com/funding_round/scalextreme-series-a--fe07ff5c,ScaleXtreme,https://www.crunchbase.com/organization/scalextreme,Series A,"$2,000,000","Aug 27, 2010",Early Stage Venture,,1,1,Yes
Series A - FreshGrade,https://www.crunchbase.com/funding_round/freshgrade-series-a--99cbe004,FreshGrade,https://www.crunchbase.com/organization/freshgrade,Series A,"$11,600,000","May 10, 2016",Early Stage Venture,,4,2,Yes
Series C - RGB Networks,https://www.crunchbase.com/funding_round/rgb-networks-series-c--cf40f4d5,RGB Networks,https://www.crunchbase.com/organization/rgb-networks,Series C,"$20,000,000","Jun 22, 2006",Late Stage Venture,,5,2,Yes
Series B - ModCloth,https://www.crunchbase.com/funding_round/modcloth-series-b--49c31710,ModCloth,https://www.crunchbase.com/organization/modcloth,Series B,"$19,800,000","Jun 30, 2010",Early Stage Venture,,6,4,Yes
Series B - Braintree,https://www.crunchbase.com/funding_round/braintree-payment-solutions-series-b--9d4d9c77,Braintree,https://www.crunchbase.com/organization/braintree-payment-solutions,Series B,"$35,000,000","Sep 17, 2012",Early Stage Venture,,4,4,Yes
Series C - KupiVIP,https://www.crunchbase.com/funding_round/kupivip-series-c--9e58bcd8,KupiVIP,https://www.crunchbase.com/organization/kupivip,Series C,"$55,000,000","Apr 14, 2011",Late Stage Venture,,8,1,Yes
Series A - Industrial Toys,https://www.crunchbase.com/funding_round/industrial-toys-series-a--09fec79a,Industrial Toys,https://www.crunchbase.com/organization/industrial-toys,Series A,"$5,000,000","Mar 31, 2014",Early Stage Venture,,2,1,Yes
Series D - InVision,https://www.crunchbase.com/funding_round/invision-2-series-d--e76d895d,InVision,https://www.crunchbase.com/organization/invision-2,Series D,"$55,000,000","Jun 21, 2016",Late Stage Venture,,3,2,Yes
"Series B - ForeScout Technologies, Inc.",https://www.crunchbase.com/funding_round/forescout-series-b--6ca2e1db,"ForeScout Technologies, Inc.",https://www.crunchbase.com/organization/forescout,Series B,"$12,000,000","Dec 1, 2001",Early Stage Venture,,2,2,Yes
Series B - High Gear Media,https://www.crunchbase.com/funding_round/high-gear-media-series-b--e2ffa108,High Gear Media,https://www.crunchbase.com/organization/high-gear-media,Series B,"$5,500,000","Jun 30, 2009",Early Stage Venture,,2,1,Yes
Series B - Brightcove,https://www.crunchbase.com/funding_round/brightcove-series-b--c97783b9,Brightcove,https://www.crunchbase.com/organization/brightcove,Series B,"$16,200,000","Nov 30, 2005",Early Stage Venture,,6,4,Yes
Series C - Lookout,https://www.crunchbase.com/funding_round/lookout-series-c--a15b0604,Lookout,https://www.crunchbase.com/organization/lookout,Series C,"$19,500,000","Dec 23, 2010",Late Stage Venture,,3,3,Yes
Series B - Bonobos,https://www.crunchbase.com/funding_round/bonobos-series-b--44f29ad6,Bonobos,https://www.crunchbase.com/organization/bonobos,Series B,"$18,500,000","Dec 16, 2010",Early Stage Venture,,5,4,Yes
Series A - DroneBase,https://www.crunchbase.com/funding_round/dronebase-series-a--38c43fca,DroneBase,https://www.crunchbase.com/organization/dronebase,Series A,"$6,837,370","Jun 13, 2016",Early Stage Venture,,4,2,Yes
Series C - Zoomdata,https://www.crunchbase.com/funding_round/zoomdata-series-c--69e31b8a,Zoomdata,https://www.crunchbase.com/organization/zoomdata,Series C,"$25,000,000","Feb 16, 2016",Late Stage Venture,,6,2,Yes
Series A - Sprig,https://www.crunchbase.com/funding_round/sprig-2-series-a--95c9ba97,Sprig,https://www.crunchbase.com/organization/sprig-2,Series A,"$10,000,000","Apr 2, 2014",Early Stage Venture,,5,1,Yes
Series C - Azul Systems,https://www.crunchbase.com/funding_round/azul-systems-series-c--bf20fa8c,Azul Systems,https://www.crunchbase.com/organization/azul-systems,Series C,"$36,000,000","Jun 8, 2004",Late Stage Venture,,5,,Yes
Series A - YellowDog Media,https://www.crunchbase.com/funding_round/yardsellr-series-a--943cf50e,YellowDog Media,https://www.crunchbase.com/organization/yardsellr,Series A,"$5,000,000","Nov 22, 2010",Early Stage Venture,,2,,Yes
Series D - Azul Systems,https://www.crunchbase.com/funding_round/azul-systems-series-d--dc319ead,Azul Systems,https://www.crunchbase.com/organization/azul-systems,Series D,"$30,000,000","May 10, 2005",Late Stage Venture,,9,2,Yes
Series C - Kosmix,https://www.crunchbase.com/funding_round/kosmix-series-c--99a7b784,Kosmix,https://www.crunchbase.com/organization/kosmix,Series C,"$10,000,000","Dec 1, 2007",Late Stage Venture,,3,2,Yes
Series A - MySmartPrice,https://www.crunchbase.com/funding_round/mysmartprice-series-a--ec0a2a0c,MySmartPrice,https://www.crunchbase.com/organization/mysmartprice,Series A,"$1,000,000","Jan 22, 2014",Early Stage Venture,,2,,Yes
Series B - SpringSource,https://www.crunchbase.com/funding_round/springsource-series-b--0e7f1c5a,SpringSource,https://www.crunchbase.com/organization/springsource,Series B,"$27,339,356","Jun 24, 2008",Early Stage Venture,,3,2,Yes
Series B - Trifacta,https://www.crunchbase.com/funding_round/trifacta-series-b--337425d8,Trifacta,https://www.crunchbase.com/organization/trifacta,Series B,"$12,000,000","Dec 5, 2013",Early Stage Venture,,2,3,Yes
Series A - Alfresco,https://www.crunchbase.com/funding_round/alfresco-series-a--3645bdec,Alfresco,https://www.crunchbase.com/organization/alfresco,Series A,"$2,500,000","Jul 1, 2005",Early Stage Venture,,1,1,Yes
Series A - UrbanClap,https://www.crunchbase.com/funding_round/urbanclap-series-a--9aed96d1,UrbanClap,https://www.crunchbase.com/organization/urbanclap,Series A,"$10,000,000","Jun 29, 2015",Early Stage Venture,,2,,Yes
Series C - Iospan Wireless,https://www.crunchbase.com/funding_round/iospan-wireless-series-c--681ef742,Iospan Wireless,https://www.crunchbase.com/organization/iospan-wireless,Series C,"$47,000,000","Jan 15, 2001",Late Stage Venture,,5,,Yes
