Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Number of Investors,Number of Partner Investors,Equity Only Funding
Series B - Accordion Networks,https://www.crunchbase.com/funding_round/accordion-networks-series-b--0411a44f,Accordion Networks,https://www.crunchbase.com/organization/accordion-networks,Series B,"$16,000,000","Apr 11, 2000",Early Stage Venture,,2,,Yes
Series C - Trapeze Networks,https://www.crunchbase.com/funding_round/trapeze-networks-series-c--3cc8aa80,Trapeze Networks,https://www.crunchbase.com/organization/trapeze-networks,Series C,"$17,500,000","Apr 6, 2005",Late Stage Venture,,5,2,Yes
Series D - Aceva Technologies,https://www.crunchbase.com/funding_round/aceva-technologies-series-d--d293ee25,Aceva Technologies,https://www.crunchbase.com/organization/aceva-technologies,Series D,"$5,280,000","Jul 21, 2005",Late Stage Venture,,3,,Yes
Series B - RGB Networks,https://www.crunchbase.com/funding_round/rgb-networks-series-b--b927b883,RGB Networks,https://www.crunchbase.com/organization/rgb-networks,Series B,"$12,000,000","Jan 11, 2005",Early Stage Venture,,4,2,Yes
Seed Round - Slack,https://www.crunchbase.com/funding_round/slack-seed--8dbd0e78,Slack,https://www.crunchbase.com/organization/slack,Seed,"$1,500,000","Jan 1, 2009",Seed,,5,1,Yes
Series A - AdECN,https://www.crunchbase.com/funding_round/adecn-series-a--06c156bf,AdECN,https://www.crunchbase.com/organization/adecn,Series A,"$3,100,000","Feb 1, 2006",Early Stage Venture,,5,,Yes
Series B - Mochi Media,https://www.crunchbase.com/funding_round/mochimedia-series-b--d794d53c,Mochi Media,https://www.crunchbase.com/organization/mochimedia,Series B,"$10,000,000","Jun 18, 2008",Early Stage Venture,,3,2,Yes
Series C - DataGravity,https://www.crunchbase.com/funding_round/datagravity-series-c--b42e9dfc,DataGravity,https://www.crunchbase.com/organization/datagravity,Series C,"$50,000,000","Dec 8, 2014",Late Stage Venture,,1,1,Yes
Series B - Diligent,https://www.crunchbase.com/funding_round/diligent-board-member-services-series-b--7cce6e17,Diligent,https://www.crunchbase.com/organization/diligent-board-member-services,Series B,"$22,000,000","Oct 4, 2004",Early Stage Venture,,3,4,Yes
Series A - Pond5,https://www.crunchbase.com/funding_round/pond5-series-a--5a8ff8d3,Pond5,https://www.crunchbase.com/organization/pond5,Series A,"$61,000,000","Jul 16, 2014",Early Stage Venture,,2,2,Yes
Seed Round - UrbanClap,https://www.crunchbase.com/funding_round/urbanclap-seed--88780b8a,UrbanClap,https://www.crunchbase.com/organization/urbanclap,Seed,"$1,600,000","Apr 16, 2015",Seed,,4,,Yes
Series B - Ubiquisys,https://www.crunchbase.com/funding_round/ubiquisys-series-b--11b05fec,Ubiquisys,https://www.crunchbase.com/organization/ubiquisys,Series B,"$25,000,000","Jul 20, 2007",Early Stage Venture,,4,3,Yes
Series B - StreamBase Systems,https://www.crunchbase.com/funding_round/streambase-systems-series-b--4e305400,StreamBase Systems,https://www.crunchbase.com/organization/streambase-systems,Series B,"$11,000,000","Jan 24, 2005",Early Stage Venture,,3,3,Yes
Series B - SilverRail Technologies,https://www.crunchbase.com/funding_round/silverrail-technologies-series-b--6816b97b,SilverRail Technologies,https://www.crunchbase.com/organization/silverrail-technologies,Series B,"$15,000,000","Mar 21, 2012",Early Stage Venture,,5,4,Yes
Series B - GoCardless,https://www.crunchbase.com/funding_round/gocardless-series-b--16afd7ab,GoCardless,https://www.crunchbase.com/organization/gocardless,Series B,"$7,000,000","Jan 28, 2014",Early Stage Venture,,3,1,Yes
Series A - Forus Health,https://www.crunchbase.com/funding_round/forus-health-series-a--d1661440,Forus Health,https://www.crunchbase.com/organization/forus-health,Series A,"$5,000,000","Apr 27, 2012",Early Stage Venture,,2,2,Yes
Seed Round - Flip Technologies,https://www.crunchbase.com/funding_round/flip-technologies-seed--3d881457,Flip Technologies,https://www.crunchbase.com/organization/flip-technologies,Seed,"$100,000","Aug 8, 2015",Seed,,3,,Yes
Series A - Vedantu,https://www.crunchbase.com/funding_round/vedantu-innovations-series-a--3a43823b,Vedantu,https://www.crunchbase.com/organization/vedantu-innovations,Series A,"$5,000,000","May 7, 2015",Early Stage Venture,,2,1,Yes
Series A - ForgeRock,https://www.crunchbase.com/funding_round/forgerock-series-a--d6978775,ForgeRock,https://www.crunchbase.com/organization/forgerock,Series A,"$7,000,000","Mar 2, 2012",Early Stage Venture,,1,1,Yes
Series B - UrbanClap,https://www.crunchbase.com/funding_round/urbanclap-series-b--f9cdb15f,UrbanClap,https://www.crunchbase.com/organization/urbanclap,Series B,"$25,000,000","Nov 19, 2015",Early Stage Venture,,3,,Yes
Series C - PeopleDoc,https://www.crunchbase.com/funding_round/peopledoc-series-c--07cab50e,PeopleDoc,https://www.crunchbase.com/organization/peopledoc,Series C,"$28,000,000","Sep 30, 2015",Late Stage Venture,,4,2,Yes
Series C - Vox Media,https://www.crunchbase.com/funding_round/vox-media-series-c--1002f4a0,Vox Media,https://www.crunchbase.com/organization/vox-media,Series C,"$10,500,000","Nov 8, 2010",Late Stage Venture,,3,2,Yes
Series C - Vostu,https://www.crunchbase.com/funding_round/vostu-series-c--91eba135,Vostu,https://www.crunchbase.com/organization/vostu,Series C,"$30,000,000","Nov 30, 2010",Late Stage Venture,,4,2,Yes
Series B - Coremetrics,https://www.crunchbase.com/funding_round/coremetrics-series-b--aa265ebf,Coremetrics,https://www.crunchbase.com/organization/coremetrics,Series B,"$15,000,000","Mar 21, 2000",Early Stage Venture,,5,,Yes
"Series A - Informio,Inc",https://www.crunchbase.com/funding_round/informio-inc-series-a--530b8145,"Informio,Inc",https://www.crunchbase.com/organization/informio-inc,Series A,"$42,000,000","Jun 20, 2000",Early Stage Venture,,6,,Yes
Series B - MyHeritage,https://www.crunchbase.com/funding_round/myheritage-series-b--3ba2e3cb,MyHeritage,https://www.crunchbase.com/organization/myheritage,Series B,"$3,000,000","Nov 1, 2006",Early Stage Venture,,3,1,Yes
Series E - comScore,https://www.crunchbase.com/funding_round/comscore-series-e--a17563a0,comScore,https://www.crunchbase.com/organization/comscore,Series E,"$12,000,000","Aug 5, 2003",Late Stage Venture,,7,2,Yes
Series B - Counterpane Internet Security,https://www.crunchbase.com/funding_round/counterpane-internet-security-inc-a-division-of-british-telecom-bt-global-services-series-b--a8603aac,Counterpane Internet Security,https://www.crunchbase.com/organization/counterpane-internet-security-inc-a-division-of-british-telecom-bt-global-services,Series B,"$27,000,000","May 16, 2000",Early Stage Venture,,4,,Yes
Series B - XenSource,https://www.crunchbase.com/funding_round/xensource-series-b--1cfbb193,XenSource,https://www.crunchbase.com/organization/xensource,Series B,"$17,000,000","Sep 1, 2005",Early Stage Venture,,4,3,Yes
Series C - AdMob,https://www.crunchbase.com/funding_round/admob-series-c--6fee4c51,AdMob,https://www.crunchbase.com/organization/admob,Series C,"$15,700,000","Oct 21, 2008",Late Stage Venture,,2,2,Yes
Series D - Imperva,https://www.crunchbase.com/funding_round/imperva-series-d--b222e078,Imperva,https://www.crunchbase.com/organization/imperva,Series D,"$20,000,000","Apr 8, 2008",Late Stage Venture,,5,4,Yes
Series A - Lightspeed POS,https://www.crunchbase.com/funding_round/lightspeed-retail-series-a--5754762d,Lightspeed POS,https://www.crunchbase.com/organization/lightspeed-retail,Series A,"$30,000,000","Jun 12, 2012",Early Stage Venture,,2,2,Yes
Series D - Vox Media,https://www.crunchbase.com/funding_round/vox-media-series-d--130f481b,Vox Media,https://www.crunchbase.com/organization/vox-media,Series D,"$34,000,000","Oct 15, 2013",Late Stage Venture,,1,1,Yes
Series B - Primarion,https://www.crunchbase.com/funding_round/primarion-series-b--756e8d5a,Primarion,https://www.crunchbase.com/organization/primarion,Series B,"$38,000,000","Dec 7, 2000",Early Stage Venture,,5,,Yes
Series B - Code42,https://www.crunchbase.com/funding_round/code-42-software-series-b--de6c1f9d,Code42,https://www.crunchbase.com/organization/code-42-software,Series B,"$85,000,000","Oct 6, 2015",Early Stage Venture,,4,2,Yes
Series C - Myntra,https://www.crunchbase.com/funding_round/myntra-series-c--20a34fbb,Myntra,https://www.crunchbase.com/organization/myntra,Series C,"$20,750,000","Aug 1, 2011",Late Stage Venture,,4,4,Yes
"Series B - Centerbeam, Inc.",https://www.crunchbase.com/funding_round/centerbeam-inc-series-b--71af5a8a,"Centerbeam, Inc.",https://www.crunchbase.com/organization/centerbeam-inc,Series B,"$41,000,000","Jan 18, 2000",Early Stage Venture,,9,,Yes
Series D - Inspiris,https://www.crunchbase.com/funding_round/inspiris-series-d--6604788f,Inspiris,https://www.crunchbase.com/organization/inspiris,Series D,"$8,020,000","Mar 19, 2004",Late Stage Venture,,6,1,Yes
Series C - Hudl,https://www.crunchbase.com/funding_round/hudl-series-c--088f9bd7,Hudl,https://www.crunchbase.com/organization/hudl,Series C,"$72,500,000","Apr 2, 2015",Late Stage Venture,,3,,Yes
Series B - Rockmelt,https://www.crunchbase.com/funding_round/rockmelt-series-b--b207fbd1,Rockmelt,https://www.crunchbase.com/organization/rockmelt,Series B,"$30,000,000","Jun 29, 2011",Early Stage Venture,,5,2,Yes
Series C - letgo,https://www.crunchbase.com/funding_round/letgo-series-c--856fbdc4,letgo,https://www.crunchbase.com/organization/letgo,Series C,"$175,000,000","Jan 17, 2017",Late Stage Venture,,8,1,Yes
Series B - Fiverr.com,https://www.crunchbase.com/funding_round/fiverr-series-b--b0220e9f,Fiverr.com,https://www.crunchbase.com/organization/fiverr,Series B,"$15,000,000","May 3, 2012",Early Stage Venture,,3,3,Yes
Series D - Swiggy,https://www.crunchbase.com/funding_round/swiggy-series-d--b16da9ce,Swiggy,https://www.crunchbase.com/organization/swiggy,Series D,"$15,000,000","Sep 19, 2016",Late Stage Venture,,4,1,Yes
Series B - Lightspeed POS,https://www.crunchbase.com/funding_round/lightspeed-retail-series-b--bb1c9f84,Lightspeed POS,https://www.crunchbase.com/organization/lightspeed-retail,Series B,"$35,000,000","Sep 17, 2014",Early Stage Venture,,2,3,Yes
Series C - Wonga,https://www.crunchbase.com/funding_round/wonga-series-c--e69804aa,Wonga,https://www.crunchbase.com/organization/wonga,Series C,"£73,000,000","Feb 16, 2011",Late Stage Venture,,5,3,Yes
Series B - Grovo,https://www.crunchbase.com/funding_round/grovo-series-b--387e56ca,Grovo,https://www.crunchbase.com/organization/grovo,Series B,"$15,000,000","Feb 18, 2015",Early Stage Venture,,4,3,Yes
Series A - CrowdStrike,https://www.crunchbase.com/funding_round/crowdstrike-series-a--31b6d93c,CrowdStrike,https://www.crunchbase.com/organization/crowdstrike,Series A,"$26,000,000","Feb 23, 2012",Early Stage Venture,,2,,Yes
Series A - Top10,https://www.crunchbase.com/funding_round/top10-com-series-a--be017997,Top10,https://www.crunchbase.com/organization/top10-com,Series A,"$900,000","Jul 16, 2013",Early Stage Venture,,5,2,Yes
Series A - Qriously,https://www.crunchbase.com/funding_round/qriously-series-a--d1bfca52,Qriously,https://www.crunchbase.com/organization/qriously,Series A,"$3,500,000","May 30, 2013",Early Stage Venture,,2,2,Yes
Series A - Raptr,https://www.crunchbase.com/funding_round/raptr-series-a--ab55eee6,Raptr,https://www.crunchbase.com/organization/raptr,Series A,"$12,000,000","Sep 3, 2008",Early Stage Venture,,2,1,Yes
Series B - Spreadshirt,https://www.crunchbase.com/funding_round/spreadshirt-series-b--f3cc6256,Spreadshirt,https://www.crunchbase.com/organization/spreadshirt,Series B,"$12,740,000","Feb 23, 2009",Early Stage Venture,,2,1,Yes
Series B - Knewton,https://www.crunchbase.com/funding_round/knewton-series-b--7f7bdbbd,Knewton,https://www.crunchbase.com/organization/knewton,Series B,"$6,000,000","Apr 7, 2009",Early Stage Venture,,6,3,Yes
Series C - Lyst,https://www.crunchbase.com/funding_round/lyst-series-c--7ab82f4e,Lyst,https://www.crunchbase.com/organization/lyst,Series C,"$40,000,000","Apr 30, 2015",Late Stage Venture,,5,3,Yes
Series B - Wetpaint,https://www.crunchbase.com/funding_round/wetpaint-series-b--9bb86e43,Wetpaint,https://www.crunchbase.com/organization/wetpaint,Series B,"$9,500,000","Jan 1, 2007",Early Stage Venture,,3,3,Yes
Series B - Transera Communications,https://www.crunchbase.com/funding_round/transera-communications-series-b--6e9a1ce5,Transera Communications,https://www.crunchbase.com/organization/transera-communications,Series B,"$10,000,000","Aug 17, 2005",Early Stage Venture,,3,2,Yes
Series C - BitTorrent,https://www.crunchbase.com/funding_round/bittorrent-series-c--07391348,BitTorrent,https://www.crunchbase.com/organization/bittorrent,Series C,"$7,000,000","Sep 16, 2008",Late Stage Venture,,3,3,Yes
Seed Round - Loosecubes,https://www.crunchbase.com/funding_round/loosecubes-seed--dd5c7b4d,Loosecubes,https://www.crunchbase.com/organization/loosecubes,Seed,"$1,230,000","Jan 1, 2010",Seed,,2,1,Yes
Series C - Deliveroo,https://www.crunchbase.com/funding_round/deliveroo-series-c--f6f9ce77,Deliveroo,https://www.crunchbase.com/organization/deliveroo,Series C,"$70,000,000","Jul 27, 2015",Late Stage Venture,,4,5,Yes
"Series A - Lola Travel Company, Inc.",https://www.crunchbase.com/funding_round/lola-travel-company-inc-series-a--68336d40,"Lola Travel Company, Inc.",https://www.crunchbase.com/organization/lola-travel-company-inc,Series A,"$19,700,000","Apr 5, 2016",Early Stage Venture,,2,,Yes
Series C - Invoice2go,https://www.crunchbase.com/funding_round/invoice2go-series-c--1ddfd5f4,Invoice2go,https://www.crunchbase.com/organization/invoice2go,Series C,"$15,000,000","Nov 3, 2015",Late Stage Venture,,1,2,Yes
Seed Round - Gumroad,https://www.crunchbase.com/funding_round/gumroad-seed--56691de8,Gumroad,https://www.crunchbase.com/organization/gumroad,Seed,"$1,100,000","Feb 8, 2012",Seed,,6,,Yes
Series B - Myntra,https://www.crunchbase.com/funding_round/myntra-series-b--f54c00f0,Myntra,https://www.crunchbase.com/organization/myntra,Series B,"$11,000,000","Jul 1, 2010",Early Stage Venture,,3,4,Yes
Series C - Alfresco,https://www.crunchbase.com/funding_round/alfresco-series-c--0db504d0,Alfresco,https://www.crunchbase.com/organization/alfresco,Series C,"$13,000,000","Jan 22, 2008",Late Stage Venture,,3,2,Yes
Series B - CoreOS,https://www.crunchbase.com/funding_round/coreos-series-b--6c149e3a,CoreOS,https://www.crunchbase.com/organization/coreos,Series B,"$28,000,000","May 9, 2016",Early Stage Venture,,7,2,Yes
Seed Round - Lightbox,https://www.crunchbase.com/funding_round/lightbox-seed--a0f48a16,Lightbox,https://www.crunchbase.com/organization/lightbox,Seed,"$1,200,000","Feb 1, 2011",Seed,,11,,Yes
Series A - Tahoe Networks,https://www.crunchbase.com/funding_round/tahoe-networks-series-a--de66f897,Tahoe Networks,https://www.crunchbase.com/organization/tahoe-networks,Series A,"$38,000,000","May 16, 2001",Early Stage Venture,,2,,Yes
Series D - MyHeritage,https://www.crunchbase.com/funding_round/myheritage-series-d--d88b44f1,MyHeritage,https://www.crunchbase.com/organization/myheritage,Series D,"$15,000,000","Sep 6, 2008",Late Stage Venture,,2,2,Yes
Seed Round - CleverTap,https://www.crunchbase.com/funding_round/wizrocket-technologies-seed--a054ef57,CleverTap,https://www.crunchbase.com/organization/wizrocket-technologies,Seed,"$1,600,000","Jul 7, 2014",Seed,,1,,Yes
Series D - RGB Networks,https://www.crunchbase.com/funding_round/rgb-networks-series-d--ddf01b48,RGB Networks,https://www.crunchbase.com/organization/rgb-networks,Series D,"$20,000,000","Apr 1, 2008",Late Stage Venture,,5,3,Yes
Series C - Sunrun,https://www.crunchbase.com/funding_round/sunrun-series-c--e613f53a,Sunrun,https://www.crunchbase.com/organization/sunrun,Series C,"$55,000,000","Jun 29, 2010",Late Stage Venture,,3,4,Yes
Series C - CAN Capital,https://www.crunchbase.com/funding_round/can-capital-series-c--2a87567a,CAN Capital,https://www.crunchbase.com/organization/can-capital,Series C,"$33,000,000","Jan 9, 2014",Late Stage Venture,,3,3,Yes
Angel Round - Breezy,https://www.crunchbase.com/funding_round/breezy-angel--986bf2c7,Breezy,https://www.crunchbase.com/organization/breezy,Angel,"$750,000","Mar 8, 2011",Seed,,8,5,Yes
Series A - Sourcepoint,https://www.crunchbase.com/funding_round/sourcepoint-series-a--aa344861,Sourcepoint,https://www.crunchbase.com/organization/sourcepoint,Series A,"$10,000,000","Jun 18, 2015",Early Stage Venture,,5,,Yes
Series B - Stylistpick,https://www.crunchbase.com/funding_round/stylistpick-series-b--3b4d617b,Stylistpick,https://www.crunchbase.com/organization/stylistpick,Series B,"$11,000,000","Feb 2, 2012",Early Stage Venture,,3,3,Yes
Series B - Catawiki,https://www.crunchbase.com/funding_round/catawiki-series-b--9cd4ee8d,Catawiki,https://www.crunchbase.com/organization/catawiki,Series B,"€10,000,000","Sep 24, 2014",Early Stage Venture,,4,,Yes
Series B - Artimi,https://www.crunchbase.com/funding_round/artimi-series-b--a631c5ae,Artimi,https://www.crunchbase.com/organization/artimi,Series B,"$26,500,000","Dec 11, 2006",Early Stage Venture,,4,,Yes
Series B - Atrica,https://www.crunchbase.com/funding_round/atrica-series-b--be9f9720,Atrica,https://www.crunchbase.com/organization/atrica,Series B,"$18,000,000","May 5, 2001",Early Stage Venture,,7,,Yes
Series C - Sansa Security,https://www.crunchbase.com/funding_round/sansa-security-series-c--25d9482a,Sansa Security,https://www.crunchbase.com/organization/sansa-security,Series C,"$20,000,000","Jan 10, 2007",Late Stage Venture,,7,4,Yes
Series C - Quidsi,https://www.crunchbase.com/funding_round/quidsi-series-c--09cce631,Quidsi,https://www.crunchbase.com/organization/quidsi,Series C,"$12,500,000","Jan 1, 2008",Late Stage Venture,,1,,Yes
Series D - Hortonworks,https://www.crunchbase.com/funding_round/hortonworks-series-d--33d115ae,Hortonworks,https://www.crunchbase.com/organization/hortonworks,Series D,"$50,000,000","Jul 24, 2014",Late Stage Venture,,3,2,Yes
Series A - Ubiquisys,https://www.crunchbase.com/funding_round/ubiquisys-series-a--1d4df82c,Ubiquisys,https://www.crunchbase.com/organization/ubiquisys,Series A,"$12,000,000","Sep 7, 2006",Early Stage Venture,,3,2,Yes
Series C - Duetto,https://www.crunchbase.com/funding_round/duetto-research-series-c--8cdec281,Duetto,https://www.crunchbase.com/organization/duetto-research,Series C,"$30,000,000","Aug 4, 2015",Late Stage Venture,,7,3,Yes
Series C - Trifacta,https://www.crunchbase.com/funding_round/trifacta-series-c--a1ab98cb,Trifacta,https://www.crunchbase.com/organization/trifacta,Series C,"$25,000,000","May 29, 2014",Late Stage Venture,,3,4,Yes
Seed Round - Instabug,https://www.crunchbase.com/funding_round/instabug-seed--9852bc52,Instabug,https://www.crunchbase.com/organization/instabug,Seed,"$1,700,000","Jun 6, 2016",Seed,,4,,Yes
Series A - Nomi,https://www.crunchbase.com/funding_round/nomi-series-a--7dfce14f,Nomi,https://www.crunchbase.com/organization/nomi,Series A,"$10,000,000","Oct 16, 2013",Early Stage Venture,,4,,Yes
Seed Round - BaubleBar,https://www.crunchbase.com/funding_round/baublebar-seed--a08f118e,BaubleBar,https://www.crunchbase.com/organization/baublebar,Seed,"$1,100,000","Nov 5, 2010",Seed,,7,,Yes
Series A - OpenGamma,https://www.crunchbase.com/funding_round/opengamma-series-a--b6defd80,OpenGamma,https://www.crunchbase.com/organization/opengamma,Series A,"$2,150,000","Aug 1, 2009",Early Stage Venture,,1,2,Yes
Series A - Vinted,https://www.crunchbase.com/funding_round/vinted-series-a--5c479e1c,Vinted,https://www.crunchbase.com/organization/vinted,Series A,"€5,200,000","Jan 1, 2013",Early Stage Venture,,1,,Yes
Series A - Narvar,https://www.crunchbase.com/funding_round/narvar-series-a--c2776117,Narvar,https://www.crunchbase.com/organization/narvar,Series A,"$10,000,000","Aug 27, 2015",Early Stage Venture,,7,1,Yes
Series B - Verivue,https://www.crunchbase.com/funding_round/verivue-series-b--bd8711ff,Verivue,https://www.crunchbase.com/organization/verivue,Series B,"$40,000,000","Jul 1, 2008",Early Stage Venture,,5,3,Yes
Series B - Vectra Networks,https://www.crunchbase.com/funding_round/vectra-networks-series-b--9fd7b81d,Vectra Networks,https://www.crunchbase.com/organization/vectra-networks,Series B,"$25,000,000","Aug 5, 2014",Early Stage Venture,,6,3,Yes
Series B - Kickfire Analytics,https://www.crunchbase.com/funding_round/kickfire-analytics-series-b--948d7da6,Kickfire Analytics,https://www.crunchbase.com/organization/kickfire-analytics,Series B,"$20,000,000","Jul 31, 2008",Early Stage Venture,,4,1,Yes
Series A - Educreations,https://www.crunchbase.com/funding_round/educreations-series-a--9f641a5c,Educreations,https://www.crunchbase.com/organization/educreations,Series A,"$2,200,000","Aug 14, 2012",Early Stage Venture,,2,1,Yes
Series B - IronPlanet,https://www.crunchbase.com/funding_round/ironplanet-series-b--e4d1479f,IronPlanet,https://www.crunchbase.com/organization/ironplanet,Series B,"$36,000,000","Aug 28, 2000",Early Stage Venture,,5,3,Yes
Series B - Sourcepoint,https://www.crunchbase.com/funding_round/sourcepoint-series-b--17b29f24,Sourcepoint,https://www.crunchbase.com/organization/sourcepoint,Series B,"$16,000,000","Jan 25, 2017",Early Stage Venture,,5,1,Yes
Series A - Acalvio Technologies,https://www.crunchbase.com/funding_round/acalvio-technologies-series-a--354c51d3,Acalvio Technologies,https://www.crunchbase.com/organization/acalvio-technologies,Series A,"$6,300,000","Aug 26, 2015",Early Stage Venture,,2,1,Yes
Series A - Braintree,https://www.crunchbase.com/funding_round/braintree-payment-solutions-series-a--82e40dc4,Braintree,https://www.crunchbase.com/organization/braintree-payment-solutions,Series A,"$34,000,000","Jun 29, 2011",Early Stage Venture,,1,2,Yes
Series E - MyHeritage,https://www.crunchbase.com/funding_round/myheritage-series-e--cd14a2b7,MyHeritage,https://www.crunchbase.com/organization/myheritage,Series E,"$25,000,000","Nov 28, 2012",Late Stage Venture,,4,3,Yes
Series C - Vectra Networks,https://www.crunchbase.com/funding_round/vectra-networks-series-c--f653b672,Vectra Networks,https://www.crunchbase.com/organization/vectra-networks,Series C,"$35,000,000","Sep 30, 2015",Late Stage Venture,,7,2,Yes
Seed Round - FactorDaily,https://www.crunchbase.com/funding_round/factordaily-seed--998d9ae4,FactorDaily,https://www.crunchbase.com/organization/factordaily,Seed,"$1,000,000","May 19, 2016",Seed,,4,,Yes
Series C - Bluestone.com,https://www.crunchbase.com/funding_round/bluestone-com-series-c--cac1371e,Bluestone.com,https://www.crunchbase.com/organization/bluestone-com,Series C,"$15,800,000","Jul 9, 2015",Late Stage Venture,,5,3,Yes
Series B - MySmartPrice,https://www.crunchbase.com/funding_round/mysmartprice-series-b--04cd55fa,MySmartPrice,https://www.crunchbase.com/organization/mysmartprice,Series B,"$10,000,000","Jul 13, 2015",Early Stage Venture,,2,,Yes
Series A - Celonis,https://www.crunchbase.com/funding_round/celonis-series-a--7e77f970,Celonis,https://www.crunchbase.com/organization/celonis,Series A,"$27,500,000","Jun 7, 2016",Early Stage Venture,,2,,Yes
Series B - Dropcam,https://www.crunchbase.com/funding_round/dropcam-series-b--0eee0937,Dropcam,https://www.crunchbase.com/organization/dropcam,Series B,"$12,000,000","Jun 19, 2012",Early Stage Venture,,3,2,Yes
Series C - HouseTrip,https://www.crunchbase.com/funding_round/house-trip-series-c--4d5755da,HouseTrip,https://www.crunchbase.com/organization/house-trip,Series C,"$40,000,000","Oct 9, 2012",Late Stage Venture,,3,2,Yes
Series D - 2Wire,https://www.crunchbase.com/funding_round/2wire-series-d--ebe4c4b1,2Wire,https://www.crunchbase.com/organization/2wire,Series D,"$61,000,000","Oct 24, 2001",Late Stage Venture,,8,2,Yes
Series A - Top10,https://www.crunchbase.com/funding_round/top10-com-series-a--34f52d46,Top10,https://www.crunchbase.com/organization/top10-com,Series A,"$3,500,000","Sep 20, 2011",Early Stage Venture,,4,1,Yes
Series A - PandoDaily,https://www.crunchbase.com/funding_round/pandodaily-series-a--46a231a7,PandoDaily,https://www.crunchbase.com/organization/pandodaily,Series A,"$1,200,000","Feb 17, 2014",Early Stage Venture,,8,1,Yes
Series C - Airgo Networks,https://www.crunchbase.com/funding_round/airgo-series-c--9be4ad09,Airgo Networks,https://www.crunchbase.com/organization/airgo,Series C,"$20,000,000","May 1, 2003",Late Stage Venture,,3,,Yes
Series B - Broadjump,https://www.crunchbase.com/funding_round/broadjump-series-b--4a459700,Broadjump,https://www.crunchbase.com/organization/broadjump,Series B,"$20,000,000","Jan 25, 2000",Early Stage Venture,,4,,Yes
Series A - Hassle.com,https://www.crunchbase.com/funding_round/hassle-series-a--e7c243a0,Hassle.com,https://www.crunchbase.com/organization/hassle,Series A,"$6,000,000","May 8, 2014",Early Stage Venture,,2,1,Yes
Series A - Flywire,https://www.crunchbase.com/funding_round/peertransfer-series-a--38e84795,Flywire,https://www.crunchbase.com/organization/peertransfer,Series A,"$7,500,000","Aug 15, 2011",Early Stage Venture,,4,1,Yes
Series A - HolidayIQ,https://www.crunchbase.com/funding_round/holidayiq-com-series-a--dc7808dc,HolidayIQ,https://www.crunchbase.com/organization/holidayiq-com,Series A,"$5,000,000","Feb 7, 2013",Early Stage Venture,,2,,Yes
Series B - Kekanto,https://www.crunchbase.com/funding_round/kekanto-series-b--dd41fc21,Kekanto,https://www.crunchbase.com/organization/kekanto,Series B,"$5,500,000","Jan 7, 2013",Early Stage Venture,,3,1,Yes
Series C - Couchbase,https://www.crunchbase.com/funding_round/couchbase-series-c--9f73d956,Couchbase,https://www.crunchbase.com/organization/couchbase,Series C,"$14,000,000","Aug 10, 2011",Late Stage Venture,,4,3,Yes
Series B - Lookout,https://www.crunchbase.com/funding_round/lookout-series-b--aed7be75,Lookout,https://www.crunchbase.com/organization/lookout,Series B,"$11,000,000","May 18, 2010",Early Stage Venture,,4,2,Yes
Series B - Swiggy,https://www.crunchbase.com/funding_round/swiggy-series-b--6a63ff43,Swiggy,https://www.crunchbase.com/organization/swiggy,Series B,"$16,500,000","Jun 4, 2015",Early Stage Venture,,3,1,Yes
Series B - StumbleUpon,https://www.crunchbase.com/funding_round/stumbleupon-series-b--2e5e326a,StumbleUpon,https://www.crunchbase.com/organization/stumbleupon,Series B,"$17,000,000","Mar 9, 2011",Early Stage Venture,,6,2,Yes
Series C - Fusion-io,https://www.crunchbase.com/funding_round/fusion-io-series-c--882bcfed,Fusion-io,https://www.crunchbase.com/organization/fusion-io,Series C,"$45,000,000","Apr 21, 2010",Late Stage Venture,,6,4,Yes
Series B - RelateIQ,https://www.crunchbase.com/funding_round/relateiq-series-b--2884024e,RelateIQ,https://www.crunchbase.com/organization/relateiq,Series B,"$20,000,000","Jun 12, 2013",Early Stage Venture,,3,1,Yes
Series B - Doctolib,https://www.crunchbase.com/funding_round/doctolib-series-b--ebc5cc35,Doctolib,https://www.crunchbase.com/organization/doctolib,Series B,"$20,000,000","Oct 13, 2015",Early Stage Venture,,5,3,Yes
Series B - Cohesity,https://www.crunchbase.com/funding_round/cohesity-series-b--a97e31b8,Cohesity,https://www.crunchbase.com/organization/cohesity,Series B,"$55,000,000","Jun 17, 2015",Early Stage Venture,,10,5,Yes
Series C - Origene Technologies,https://www.crunchbase.com/funding_round/origene-technologies-series-c--0ef66e78,Origene Technologies,https://www.crunchbase.com/organization/origene-technologies,Series C,"$21,300,000","Mar 21, 2013",Late Stage Venture,,3,1,Yes
Series B - Zenoti,https://www.crunchbase.com/funding_round/managemyspa-series-b--e51aa8d4,Zenoti,https://www.crunchbase.com/organization/managemyspa,Series B,"$15,000,000","Aug 11, 2016",Early Stage Venture,,2,1,Yes
Series B - Arcot Systems,https://www.crunchbase.com/funding_round/arcot-systems-series-b--b8baf7f3,Arcot Systems,https://www.crunchbase.com/organization/arcot-systems,Series B,"$23,000,000","Jun 18, 2008",Early Stage Venture,,4,3,Yes
